"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4708","User can login successfully","chromium","2026-07-17","passed","2026-07-17","","Login.spec.ts","",""
